id,area,canal,type,chainage_m,status,blockage_pct,lon,lat,image
256,NRBC_D10_Survey_1,lateral 2,lateral,2350.0,blocked,41,76.7679476,16.2996029,images/0256.jpg
257,NRBC_D10_Survey_1,lateral 2,lateral,2400.0,blocked,47,76.7674806,16.2996024,images/0257.jpg
258,NRBC_D10_Survey_1,lateral 2,lateral,2450.0,blocked,47,76.7670143,16.2996239,images/0258.jpg
259,NRBC_D10_Survey_1,lateral 2,lateral,2500.0,blocked,54,76.7665477,16.2996218,images/0259.jpg
260,NRBC_D10_Survey_1,lateral 2,lateral,2550.0,blocked,37,76.7660824,16.2996406,images/0260.jpg
261,NRBC_D10_Survey_1,lateral 2,lateral,2600.0,blocked,45,76.7656166,16.2996541,images/0261.jpg
262,NRBC_D10_Survey_1,lateral 2,lateral,2650.0,blocked,55,76.7652071,16.2996952,images/0262.jpg
263,NRBC_D10_Survey_1,Lateral 3,lateral,0.0,clear,65,76.771283,16.3114642,images/0263.jpg
264,NRBC_D10_Survey_1,Lateral 3,lateral,50.0,clear,50,76.7712703,16.3110489,images/0264.jpg
265,NRBC_D10_Survey_1,Lateral 3,lateral,100.0,partial,56,76.7713261,16.3106085,images/0265.jpg
266,NRBC_D10_Survey_1,Lateral 3,lateral,150.0,partial,71,76.7714739,16.3101847,images/0266.jpg
267,NRBC_D10_Survey_1,Lateral 3,lateral,200.0,clear,63,76.771647,16.3097662,images/0267.jpg
268,NRBC_D10_Survey_1,Lateral 3,lateral,250.0,partial,58,76.7718851,16.3093995,images/0268.jpg
269,NRBC_D10_Survey_1,Lateral 3,lateral,300.0,clear,72,76.7722432,16.3091367,images/0269.jpg
270,NRBC_D10_Survey_1,Lateral 3,lateral,350.0,blocked,57,76.7726114,16.3089189,images/0270.jpg
271,NRBC_D10_Survey_1,Lateral 3,lateral,400.0,partial,48,76.7729906,16.3087345,images/0271.jpg
272,NRBC_D10_Survey_1,Lateral 3,lateral,450.0,partial,50,76.7734078,16.3085384,images/0272.jpg
273,NRBC_D10_Survey_1,Lateral 3,lateral,500.0,partial,45,76.7738325,16.3084538,images/0273.jpg
274,NRBC_D10_Survey_1,Lateral 3,lateral,550.0,partial,53,76.7742639,16.3086058,images/0274.jpg
275,NRBC_D10_Survey_1,Lateral 3,lateral,600.0,blocked,55,76.7746828,16.3088052,images/0275.jpg
276,NRBC_D10_Survey_1,Lateral 3,lateral,650.0,partial,62,76.775097,16.3090142,images/0276.jpg
277,NRBC_D10_Survey_1,Lateral 3,lateral,700.0,clear,55,76.7755031,16.3092362,images/0277.jpg
278,NRBC_D10_Survey_1,Lateral 3,lateral,750.0,partial,46,76.7759107,16.3094538,images/0278.jpg
279,NRBC_D10_Survey_1,Lateral 3,lateral,800.0,clear,62,76.7763427,16.3096237,images/0279.jpg
280,NRBC_D10_Survey_1,Lateral 3,lateral,850.0,partial,65,76.7767883,16.3097585,images/0280.jpg
281,NRBC_D10_Survey_1,Lateral 3,lateral,900.0,partial,53,76.7772278,16.3098966,images/0281.jpg
282,NRBC_D10_Survey_1,Lateral 3,lateral,950.0,partial,62,76.7775627,16.3101697,images/0282.jpg
283,NRBC_D10_Survey_1,Lateral 3,lateral,1000.0,partial,57,76.7777838,16.3105642,images/0283.jpg
284,NRBC_D10_Survey_1,Lateral 3,lateral,1050.0,partial,75,76.7778829,16.3107794,images/0284.jpg
285,NRBC_D10_Survey_1,Lateral 4,lateral,0.0,partial,64,76.7716272,16.3119777,images/0285.jpg
286,NRBC_D10_Survey_1,Lateral 4,lateral,50.0,partial,59,76.7719712,16.312226,images/0286.jpg
287,NRBC_D10_Survey_1,Lateral 4,lateral,100.0,blocked,57,76.772298,16.3125314,images/0287.jpg
288,NRBC_D10_Survey_1,Lateral 4,lateral,150.0,clear,64,76.7724563,16.312924,images/0288.jpg
289,NRBC_D10_Survey_1,Lateral 4,lateral,200.0,partial,72,76.7725025,16.3133733,images/0289.jpg
290,NRBC_D10_Survey_1,Lateral 4,lateral,250.0,blocked,77,76.7725539,16.3138206,images/0290.jpg
291,NRBC_D10_Survey_1,Lateral 4,lateral,300.0,blocked,77,76.7725969,16.3142684,images/0291.jpg
292,NRBC_D10_Survey_1,Lateral 4,lateral,350.0,blocked,77,76.772639,16.3147162,images/0292.jpg
293,NRBC_D10_Survey_1,Lateral 4,lateral,400.0,blocked,96,76.7726344,16.31516,images/0293.jpg
294,NRBC_D10_Survey_1,Lateral 4,lateral,450.0,blocked,96,76.7725617,16.3156034,images/0294.jpg
295,NRBC_D10_Survey_1,Lateral 4,lateral,500.0,partial,78,76.7725445,16.3160445,images/0295.jpg
296,NRBC_D10_Survey_1,Lateral 4,lateral,550.0,blocked,79,76.7726879,16.3164663,images/0296.jpg
297,NRBC_D10_Survey_1,Lateral 4,lateral,600.0,blocked,74,76.7728537,16.3168853,images/0297.jpg
298,NRBC_D10_Survey_1,Lateral 4,lateral,650.0,blocked,87,76.7729619,16.3173223,images/0298.jpg
299,NRBC_D10_Survey_1,Lateral 4,lateral,700.0,blocked,81,76.7730573,16.3177636,images/0299.jpg
300,NRBC_D10_Survey_1,Lateral 4,lateral,750.0,blocked,81,76.7731559,16.3181563,images/0300.jpg
301,NRBC_D10_Survey_1,Lateral 4,lateral,800.0,blocked,96,76.7732285,16.3182957,images/0301.jpg
302,NRBC_D10_Survey_1,Lateral  5,lateral,0.0,blocked,69,76.7763737,16.3148769,images/0302.jpg
303,NRBC_D10_Survey_1,Lateral  5,lateral,50.0,blocked,60,76.7768073,16.3149776,images/0303.jpg
304,NRBC_D10_Survey_1,Lateral  5,lateral,100.0,partial,51,76.7772578,16.3150974,images/0304.jpg
305,NRBC_D10_Survey_1,Lateral  5,lateral,150.0,partial,52,76.7777113,16.315203,images/0305.jpg
306,NRBC_D10_Survey_1,Lateral  5,lateral,200.0,partial,60,76.7781652,16.3153076,images/0306.jpg
307,NRBC_D10_Survey_1,Lateral  5,lateral,250.0,blocked,79,76.7786215,16.3154033,images/0307.jpg
308,NRBC_D10_Survey_1,Lateral  5,lateral,300.0,blocked,85,76.7790826,16.3154758,images/0308.jpg
309,NRBC_D10_Survey_1,Lateral  5,lateral,350.0,blocked,80,76.7795438,16.3155462,images/0309.jpg
310,NRBC_D10_Survey_1,Lateral  5,lateral,400.0,blocked,70,76.7800039,16.315622,images/0310.jpg
311,NRBC_D10_Survey_1,Lateral  5,lateral,450.0,blocked,92,76.7804629,16.3157033,images/0311.jpg
312,NRBC_D10_Survey_1,Lateral  5,lateral,500.0,blocked,86,76.7809038,16.3158381,images/0312.jpg
313,NRBC_D10_Survey_1,Lateral  5,lateral,550.0,blocked,78,76.781307,16.316019,images/0313.jpg
314,NRBC_D10_Survey_1,Lateral  5,lateral,600.0,blocked,90,76.7816719,16.3161729,images/0314.jpg
315,NRBC_D10_Survey_1,Lateral  5,lateral,650.0,blocked,85,76.7820808,16.3163446,images/0315.jpg
316,NRBC_D10_Survey_1,Lateral  5,lateral,700.0,blocked,88,76.7824903,16.3165519,images/0316.jpg
317,NRBC_D10_Survey_1,Lateral  5,lateral,750.0,blocked,93,76.7828857,16.3167899,images/0317.jpg
318,NRBC_D10_Survey_1,Lateral  5,lateral,800.0,partial,95,76.7832753,16.3170291,images/0318.jpg
319,NRBC_D10_Survey_1,Lateral  5,lateral,850.0,blocked,97,76.7836533,16.3172497,images/0319.jpg
320,NRBC_D10_Survey_1,Lateral  5,lateral,900.0,blocked,99,76.7838659,16.3173733,images/0320.jpg
321,NRBC_D10_Survey_1,Lateral 6,lateral,0.0,blocked,59,76.7805177,16.3244982,images/0321.jpg
322,NRBC_D10_Survey_1,Lateral 6,lateral,50.0,partial,48,76.7803503,16.3248852,images/0322.jpg
323,NRBC_D10_Survey_1,Lateral 6,lateral,100.0,blocked,73,76.7802726,16.3253307,images/0323.jpg
324,NRBC_D10_Survey_1,Lateral 6,lateral,150.0,blocked,67,76.7801971,16.3257766,images/0324.jpg
325,NRBC_D10_Survey_1,Lateral 6,lateral,200.0,blocked,56,76.7800689,16.3262016,images/0325.jpg
326,NRBC_D10_Survey_1,Lateral 6,lateral,250.0,blocked,59,76.7798226,16.326575,images/0326.jpg
327,NRBC_D10_Survey_1,Lateral 6,lateral,300.0,blocked,77,76.7795254,16.3269239,images/0327.jpg
328,NRBC_D10_Survey_1,Lateral 6,lateral,350.0,blocked,69,76.7792362,16.3272783,images/0328.jpg
329,NRBC_D10_Survey_1,Lateral 6,lateral,400.0,blocked,62,76.7790021,16.3276643,images/0329.jpg
330,NRBC_D10_Survey_1,Lateral 6,lateral,450.0,blocked,71,76.7788429,16.3280874,images/0330.jpg
331,NRBC_D10_Survey_1,Lateral 6,lateral,500.0,blocked,65,76.778755,16.3285268,images/0331.jpg
332,NRBC_D10_Survey_1,Lateral 6,lateral,550.0,blocked,66,76.7787425,16.3289757,images/0332.jpg
333,NRBC_D10_Survey_1,Lateral 6,lateral,600.0,blocked,71,76.7787796,16.3294193,images/0333.jpg
334,NRBC_D10_Survey_1,Lateral 6,lateral,650.0,blocked,81,76.7789358,16.3298309,images/0334.jpg
335,NRBC_D10_Survey_1,Lateral 6,lateral,700.0,blocked,76,76.7791726,16.3302205,images/0335.jpg
336,NRBC_D10_Survey_1,Lateral 6,lateral,750.0,partial,68,76.7793819,16.3306189,images/0336.jpg
337,NRBC_D10_Survey_1,Lateral 6,lateral,800.0,blocked,92,76.7794854,16.3310488,images/0337.jpg
338,NRBC_D10_Survey_1,Lateral 6,lateral,850.0,blocked,92,76.7795189,16.3314994,images/0338.jpg
339,NRBC_D10_Survey_1,Lateral 6,lateral,900.0,blocked,89,76.7795527,16.3319501,images/0339.jpg
340,NRBC_D10_Survey_1,Lateral 6,lateral,950.0,blocked,85,76.7795634,16.3323829,images/0340.jpg
341,NRBC_D10_Survey_1,Lateral 6,lateral,1000.0,blocked,85,76.7795251,16.3328055,images/0341.jpg
342,NRBC_D10_Survey_1,Lateral 6,lateral,1050.0,blocked,71,76.7795507,16.3332554,images/0342.jpg
343,NRBC_D10_Survey_1,Lateral 6,lateral,1100.0,blocked,75,76.7795782,16.3335972,images/0343.jpg
344,NRBC_D10_Survey_1,Lateral-7,lateral,0.0,blocked,87,76.7827422,16.3253086,images/0344.jpg
345,NRBC_D10_Survey_1,Lateral-7,lateral,50.0,blocked,88,76.7829567,16.3257101,images/0345.jpg
346,NRBC_D10_Survey_1,Lateral-7,lateral,100.0,blocked,88,76.7831882,16.3261,images/0346.jpg
347,NRBC_D10_Survey_1,Lateral-7,lateral,150.0,blocked,94,76.7834759,16.3264511,images/0347.jpg
348,NRBC_D10_Survey_1,Lateral-7,lateral,200.0,blocked,92,76.7838201,16.3267551,images/0348.jpg
349,NRBC_D10_Survey_1,Lateral-7,lateral,250.0,blocked,95,76.784224,16.3269712,images/0349.jpg
350,NRBC_D10_Survey_1,Lateral-7,lateral,300.0,blocked,99,76.7846611,16.327131,images/0350.jpg
351,NRBC_D10_Survey_1,Lateral-7,lateral,350.0,blocked,97,76.785061,16.3273324,images/0351.jpg
352,NRBC_D10_Survey_1,Lateral-7,lateral,400.0,blocked,98,76.7852659,16.3276773,images/0352.jpg
353,NRBC_D10_Survey_1,Lateral-7,lateral,450.0,blocked,96,76.7853252,16.3281256,images/0353.jpg
354,NRBC_D10_Survey_1,Lateral-7,lateral,500.0,blocked,96,76.7855454,16.3284152,images/0354.jpg
355,NRBC_D10_Survey_1,Lateral-7,lateral,550.0,blocked,86,76.785976,16.3284843,images/0355.jpg
356,NRBC_D10_Survey_1,Lateral-7,lateral,600.0,blocked,84,76.7864423,16.3285173,images/0356.jpg
357,NRBC_D10_Survey_1,Lateral-7,lateral,650.0,blocked,86,76.7869079,16.3285606,images/0357.jpg
358,NRBC_D10_Survey_1,Lateral-7,lateral,700.0,blocked,86,76.7873573,16.3286609,images/0358.jpg
359,NRBC_D10_Survey_1,Lateral-7,lateral,750.0,blocked,86,76.7877832,16.3288399,images/0359.jpg
360,NRBC_D10_Survey_1,Lateral-7,lateral,800.0,blocked,84,76.7881579,16.329072,images/0360.jpg
361,NRBC_D10_Survey_1,Lateral-7,lateral,850.0,blocked,89,76.7883818,16.3294277,images/0361.jpg
362,NRBC_D10_Survey_1,Lateral-7,lateral,900.0,blocked,69,76.7884976,16.3298649,images/0362.jpg
363,NRBC_D10_Survey_1,Lateral-7,lateral,950.0,blocked,65,76.7886199,16.3303004,images/0363.jpg
364,NRBC_D10_Survey_1,Lateral-7,lateral,1000.0,blocked,55,76.7887686,16.3307286,images/0364.jpg
365,NRBC_D10_Survey_1,Lateral-7,lateral,1050.0,blocked,76,76.7889283,16.3311532,images/0365.jpg
366,NRBC_D10_Survey_1,Lateral-7,lateral,1100.0,blocked,73,76.789189,16.331477,images/0366.jpg
367,NRBC_D10_Survey_1,Lateral-7,lateral,1150.0,blocked,85,76.7895973,16.3316475,images/0367.jpg
368,NRBC_D10_Survey_1,Lateral-7,lateral,1200.0,blocked,69,76.7900145,16.3318282,images/0368.jpg
369,NRBC_D10_Survey_1,Lateral-7,lateral,1250.0,blocked,75,76.7903703,16.3321078,images/0369.jpg
370,NRBC_D10_Survey_1,Lateral-7,lateral,1300.0,blocked,78,76.7907035,16.3324251,images/0370.jpg
371,NRBC_D10_Survey_1,Lateral-7,lateral,1350.0,blocked,78,76.791041,16.3327379,images/0371.jpg
372,NRBC_D10_Survey_1,Lateral-7,lateral,1400.0,blocked,60,76.7913805,16.3330489,images/0372.jpg
373,NRBC_D10_Survey_1,Lateral-7,lateral,1450.0,blocked,65,76.7917131,16.3333667,images/0373.jpg
374,NRBC_D10_Survey_1,Lateral-7,lateral,1500.0,partial,53,76.7920876,16.3336179,images/0374.jpg
375,NRBC_D10_Survey_1,Lateral-7,lateral,1550.0,blocked,56,76.7925324,16.3337397,images/0375.jpg
376,NRBC_D10_Survey_1,Lateral-7,lateral,1600.0,blocked,78,76.7929936,16.3338124,images/0376.jpg
377,NRBC_D10_Survey_1,Lateral-7,lateral,1650.0,blocked,83,76.7934518,16.3339022,images/0377.jpg
378,NRBC_D10_Survey_1,Lateral-7,lateral,1700.0,blocked,60,76.7939095,16.3339961,images/0378.jpg
379,NRBC_D10_Survey_1,Lateral-7,lateral,1750.0,blocked,58,76.7943664,16.3340915,images/0379.jpg
380,NRBC_D10_Survey_1,Lateral-7,lateral,1800.0,blocked,97,76.7948192,16.3342043,images/0380.jpg
381,NRBC_D10_Survey_1,Lateral-7,lateral,1850.0,blocked,88,76.795275,16.3343034,images/0381.jpg
382,NRBC_D10_Survey_1,Lateral-7,lateral,1900.0,blocked,78,76.7957327,16.3343963,images/0382.jpg
383,NRBC_D10_Survey_1,Lateral-7,lateral,1950.0,blocked,61,76.796159,16.3345271,images/0383.jpg
384,NRBC_D10_Survey_1,Lateral-7,lateral,2000.0,partial,53,76.7964079,16.3347676,images/0384.jpg
385,NRBC_D10_Survey_1,Lateral-7,lateral,2050.0,blocked,67,76.7967443,16.3349876,images/0385.jpg
386,NRBC_D10_Survey_1,Lateral-7,lateral,2100.0,blocked,77,76.797192,16.335118,images/0386.jpg
387,NRBC_D10_Survey_1,Lateral-7,lateral,2150.0,blocked,81,76.7976482,16.3352152,images/0387.jpg
388,NRBC_D10_Survey_1,Lateral-7,lateral,2200.0,blocked,78,76.7981121,16.3352645,images/0388.jpg
389,NRBC_D10_Survey_1,Lateral-7,lateral,2250.0,blocked,73,76.7985793,16.3352884,images/0389.jpg
390,NRBC_D10_Survey_1,Lateral-7,lateral,2300.0,blocked,82,76.7990466,16.3353055,images/0390.jpg
391,NRBC_D10_Survey_1,Lateral-7,lateral,2350.0,blocked,78,76.7995146,16.3353098,images/0391.jpg
392,NRBC_D10_MISSION_1,D-10pa,distributary,1500.0,blocked,96,76.7665388,16.307863,images/0392.jpg
393,NRBC_D10_MISSION_1,D-10pa,distributary,1550.0,blocked,91,76.7666221,16.3083075,images/0393.jpg
394,NRBC_D10_MISSION_1,D-10pa,distributary,1600.0,blocked,95,76.7667056,16.3087521,images/0394.jpg
395,NRBC_D10_MISSION_1,D-10pa,distributary,1650.0,blocked,81,76.7667891,16.3091968,images/0395.jpg
